matricula,admissão,cargo,observacoes3,desc_situacao,na_compra,titulo_do_cargo,empresa,sindicato
35373,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35056,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35357,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33420,,,,Férias,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34516,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35117,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35189,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35276,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35470,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35695,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35259,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35375,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35568,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35593,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35721,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34823,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34866,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34933,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35068,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35083,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34638,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34658,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34723,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34369,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34578,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34288,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34304,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34307,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34326,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34329,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33548,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33902,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33951,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34671,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
27154,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32701,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33424,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32482,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32528,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32752,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34663,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34666,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34677,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32508,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33165,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33545,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34292,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34719,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29155,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30466,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31190,,,,Férias,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31208,,,,Férias,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31715,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32532,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33970,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34265,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32577,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33955,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33967,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32264,,,,Trabalhando,,ASSISTENTE DE BPO III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32690,,,,Trabalhando,,ASSISTENTE DE BPO III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33524,,,,Trabalhando,,ASSISTENTE DE BPO III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31139,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35720,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26497,,,,Trabalhando,,AGILE COACH I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34851,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35521,,,,Trabalhando,,DESIGNER UX/UI II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35563,,,,Trabalhando,,DESIGNER UX/UI II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
28849,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33669,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31385,,,,Trabalhando,,ARQUITETO DE SOFTWARE III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31407,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33691,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34855,,,,Trabalhando,,ARQUITETO DE SOLUCOES III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
27701,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33715,,,,Férias,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33391,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31035,,,,Trabalhando,,ANALISTA DE PROCESSOS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
25857,,,,Auxílio Doença,,ANALISTA DE CONTROLADORIA III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
27041,,,,Trabalhando,,ANALISTA DE PMO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32552,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30280,,,,Férias,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33042,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34258,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34633,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35034,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35280,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35380,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35397,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35477,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35649,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35650,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33637,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32539,,,,Trabalhando,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34444,,,,Férias,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26705,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
27088,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29043,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31326,,,,Licença Maternidade,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26681,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31071,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29359,,,,Trabalhando,,ANALISTA DE SUPORTE III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31010,,,,Trabalhando,,AGILE COACH I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31143,,,,Trabalhando,,LIDER DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32930,,,,Licença Maternidade,,ASSISTENTE DE BPO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33679,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
27243,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
29058,,,,Férias,,ANALISTA DE SUPORTE II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26183,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35241,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35623,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33611,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33628,,,,Férias,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35580,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35729,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33603,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33620,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33718,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
25163,,,,Trabalhando,,COORDENADOR DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
25579,,,,Trabalhando,,COORDENADOR DE BPO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
32497,,,,Trabalhando,,ANALISTA ADMINISTRATIVO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35420,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35570,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35604,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35670,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34615,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35097,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35647,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35783,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34685,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34655,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34722,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35098,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35232,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35247,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35378,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35424,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35480,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35483,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35630,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35661,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35501,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35559,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35726,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35574,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35668,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35669,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35713,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35722,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35723,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35724,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35573,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35579,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35621,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
26055,,,,Trabalhando,,GERENTE DE OPERACOES I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35791,,,,Trabalhando,,ANALISTA DE PMO II,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
24472,,,,Trabalhando,,DELIVERY MANAGER,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
31959,,,,Trabalhando,,ASSISTENTE DE PMO,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33997,,,,Trabalhando,,ESPECIALISTA DE PRE-VENDAS I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35164,,,,Trabalhando,,CONSULTOR TECNICO SAP I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
30515,,,,Licença Maternidade,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33191,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34748,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35009,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
35063,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33795,,,,Férias,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34011,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
34343,,,,Trabalhando,,ASSISTENTE DE BPO I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
